지 역,,,1975년,1976년,1977년,1978년,1979년,1980년,1981년,1982년,1983년,1984년,1985년,1986년,1987년,1988년,1989년,1990년,1991년,1992년,1993년,1994년,1995년,1996년,1997년,1998년,1999년,2000년,2001년,2002년,2003년,2004년,2005년,2006년,2007년,2008년,2009년,2010년,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년,2020년,2021년
,시지역,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.443,1.48,2.42,2.643,2.555,2.905,2.734,2.219,1.709,2.204
,군지역,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.23,1.528,2.407,2.676,2.49,3.706,3.276,2.9,2.3,2.551
,대구시,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,포항시,,-,-,32.36,126.67,8.76,3.39,3.17,2.7,14.6,10,4.5,8.1,31.7,21.15,19.36,18.91,12.83,-2.89,-8.41,0.07,0.1,1.22,0,-12.99,2.16,0.69,0.5,1.68,0.1,3.54,1.483,2.121,1.506,0.097,0.776,1.488,1.217,1.646,1.606,2.115,2.315,2.327,2.047,2.042,2.363,2.076,2.296
,,남구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,1.64,-0.09,-13.31,2.46,0.46,0.59,1.9,0.1,2.18,1.227,2.694,1.055,0.32,0.553,1.388,1.198,1.445,1.623,2.015,2.191,2.021,2.2,2.482,2.605,2.114,2.252
,,북구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,0.74,0.1,-12.62,1.79,0.95,0.39,1.41,0.11,5.15,1.81,1.391,2.099,-0.138,1.011,1.593,1.24,1.85,1.589,2.209,2.428,2.608,1.918,1.658,2.149,2.046,2.335
,경주시,,-,-,16.06,33.82,10.72,8.6,5.48,3.3,12.5,8.7,3.5,7.4,11.81,41.86,23.98,11.1,5.04,3.15,-4.98,1.44,1.14,1.94,0.78,-12.22,1.87,0.48,0.45,1.81,0.14,1.5,2.255,4.687,2.362,-0.781,0.546,1.301,1.142,1.318,1.469,2.371,2.777,2.143,2.479,2.692,2.457,2.019,2.132
,김천시,,20.81,22.82,29.9,29.51,7.96,12.77,5.13,3.6,12.2,9.4,5.5,4.6,6.83,9.22,32.91,17.17,8.84,-0.87,-6.79,3.03,1.69,1.09,0.46,-7.9,3.21,0.61,0.73,1.56,-0.32,4.26,5.688,8.032,2.276,-0.436,0.408,0.89,0.953,1.193,1.073,1.932,2.718,2.108,2.307,2.287,1.096,0.937,1.904
,안동시,,23.57,24.28,16.76,35.89,34.2,37.6,7.46,1.69,13.7,7.9,4.1,4.6,15.97,12.75,19.37,13.77,10.66,1.05,-5.75,0.49,0.1,0.32,0.22,-11.47,2.2,1.24,0.77,2.16,0.01,1.36,0.415,0.303,0.764,1.967,0.924,1.055,1.765,2.041,2.116,3.473,3.165,3.142,3.179,3.119,2.304,1.259,1.795
,구미시,,-,-,-,-,24.89,11.64,0.61,1.6,13.7,10,4.6,7.6,30.23,23.12,21.77,14.1,14.62,-2.97,-6.38,0.8,0.69,0.51,0.63,-8.09,4.29,0.78,0.46,4.28,1.22,2,3.516,2.492,1.782,-0.025,0.437,1.011,1.21,1.455,1.468,2.257,2.407,2.44,2.798,1.947,0.483,0.68,1.834
,영주시,,-,-,-,-,-,-,-,3.5,12.9,-,5.1,3.4,23.02,31.29,20.22,13.81,7.81,0.36,-6.4,-0.8,-0.64,0.74,0.05,-11.7,2.55,0.34,0.48,0.82,-0.68,0.99,0.402,0.565,0.415,-0.358,0.382,0.908,0.808,1.045,1.063,2.147,2.518,2.336,2.654,3.158,3.001,2.017,2.099
,영천시,,-,-,-,-,-,8.95,3.68,1.3,9.5,8.8,4,7.2,5.96,21.22,18.38,18.81,8.11,0.12,-6.44,0.01,1.41,1.77,0.02,-11.55,2.41,0.67,0.5,1.9,0.22,1.74,1.827,2.07,1.592,-0.093,0.402,1.005,1.043,1.51,1.916,3.351,3.101,3.258,3.654,2.959,2.9,1.627,2.163
,상주시,,-,-,-,-,-,-,-,-,-,-,-,5.1,7.91,18.88,21.68,12.89,8.69,-0.63,-4.55,-0.13,2.67,2.03,0.66,-7.51,3.31,0.43,0.15,0.91,-0.09,0.92,2.069,1.709,1.49,-0.109,0.546,0.843,0.84,1.05,1.223,2.138,2.348,2.085,3.262,3.068,2.797,1.592,1.939
,점촌시,,-,-,-,-,-,-,-,-,-,-,-,9.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,문경시,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.12,0.49,0.69,-11.47,1.45,0.69,0.1,1.06,-0.75,0.66,0.954,1.167,1.248,-0.222,0.264,0.783,0.851,1.224,1.085,2.61,2.658,2.622,2.812,3.453,2.692,1.704,1.704
,경산시,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.11,14.17,10.31,-0.04,-6.36,0.12,1.61,2.09,0.25,-11.15,2.5,0.41,0.59,2,0.51,1.47,3.167,1.638,2.376,-0.281,0.009,1.511,1.162,1.317,1.268,2.771,3.026,3.581,5.014,4.635,3.608,2.607,3.187
,달성군,,-,-,-,-,-,5.06,10.34,4.3,12,10.8,3.1,5.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,군위군,,-,-,-,-,-,0.99,2.49,3.1,12.9,7.4,4.1,5.6,5.23,12.92,18.51,16.59,6.26,0.18,-5.62,0.6,0.2,0.45,0.6,-8.99,2.58,0.7,1.08,3.15,0.36,1.56,2.8,1.265,0.831,-0.058,0.72,0.961,0.876,0.936,1.008,2.077,2.351,2.523,4.488,3.631,3.514,5,6.778
,의성군,,-,-,-,-,-,3.72,2.07,0.6,11.8,9.7,3.9,6.1,9.12,14.3,14.93,12.59,7.19,0.69,-5.66,0.28,0.26,0.12,0.45,-8.93,2.4,0.75,0.47,1.33,-0.49,1.14,0.296,0.939,0.563,-0.762,0.412,0.862,0.73,0.884,1.12,2.178,2.402,2.296,3.722,3.24,3.276,3.975,4.463
,안동군,,-,-,-,-,-,2.39,4.8,3.4,14.2,9.7,3.5,3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,청송군,,37.86,17.11,11.22,17.92,21.77,5.12,5.14,3.1,12.9,7.9,4.6,8.6,4.94,11.71,14.47,-4.23,-0.17,-0.63,-6.67,0.88,-0.82,1.45,0.55,-8.84,3.39,0.71,0.58,2.94,-1.12,0.92,0.661,0.816,0.72,-0.905,0.536,0.856,0.698,0.848,0.826,2.104,2.437,2.346,3.686,3.526,2.47,1.662,1.757
,영양군,,-,-,-,-,-,2.6,6.17,3,14.2,10.7,4.8,7.7,4.18,13,5.08,-1.17,1.56,-1.46,-5.26,-0.26,-0.16,0.73,0.69,-6.19,3.71,0.67,0.86,2.23,-1.41,0.24,0.178,0.184,0.26,-0.283,0.705,0.819,0.72,0.711,0.77,2.566,2.013,2.141,2.741,2.7,2.453,1.5,1.536
,영덕군,,-,-,-,-,-,5.68,1.96,2.1,14.7,9,4.1,8.5,6.04,9.46,12.82,2.3,4,1.15,-6.29,1.91,1.53,1.51,0.87,-9.83,2.49,0.81,1.41,2.3,0.04,1.3,3.368,1.763,0.38,-1.057,0.411,0.881,0.772,0.956,1.735,2.146,3.172,3.436,4.6,3.108,2.73,2.336,2.313
,영일군,,-,-,-,-,-,9.08,3.15,2.3,12.3,8.6,3.5,8.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,월성군,,-,-,-,-,-,6.43,4.07,2.3,12.4,7.9,3.3,7.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,경주군,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,영천군,,-,-,-,-,-,11.86,3.21,3.3,11.7,7.5,3.1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,경산군,,-,-,-,-,-,7.89,5.61,2.8,10,9.1,4.7,7.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,청도군,,-,-,-,-,-,6.71,3.68,3.3,12.5,8.4,3.6,8.3,3.4,33.39,8.78,9.26,12.54,4.93,-5.91,1.69,0.47,0.59,1.1,-10.16,3.62,0.7,0.36,1.93,0.59,2.3,2.49,2.47,1.536,-0.185,0.392,0.901,0.969,1.16,1.683,2.191,1.862,2.169,3.395,3.103,2.4,1.517,2.461
,고령군,,-,-,-,-,-,6.57,19.69,10.5,16.1,12.8,4.7,5.3,6.14,14.25,20.2,15.47,12.57,-0.5,-6.59,-0.9,1.5,1.47,-0.07,-11.14,1.58,0.32,0.47,2.19,-0.54,2.87,2.441,1.782,1.667,-0.99,0.384,0.906,0.978,0.99,1.231,2.518,3.087,2.339,3.628,3.5,2.658,2.415,2.368
,성주군,,-,-,-,-,-,8.11,4.37,5.3,13.2,8,3.7,5.9,5.06,24.62,27.23,14.09,5.32,0.35,-7.04,-0.74,0.45,1.6,1.2,-10.2,2.34,1.18,0.38,2.1,-0.45,2.18,2.556,1.836,1.362,-0.405,0.186,0.938,0.989,1.393,1.603,2.746,3.115,2.026,3.946,3.407,3.174,2.338,2.443
,칠곡군,,-,-,-,-,-,5.57,6.02,4.8,10.9,11.5,4.1,6.2,11.54,14.07,34.82,17.15,9.97,0.75,-4.75,1.44,1.83,2.16,0.64,-9.94,4.76,1.48,0.49,1.66,0.19,2.27,2.325,4.539,3.309,-0.122,0.378,1.007,1.014,1.648,1.586,2.248,2.442,2.38,3.658,3.296,3.133,1.928,1.836
,금릉군,,-,-,-,-,-,7.25,3.39,3,12.7,8.2,3.7,5.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,선산군,,-,-,-,-,-,5.39,3.68,2.9,11.5,8.2,2.9,5.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,상주군,,-,-,-,-,-,0.65,3.57,3.2,15.4,10,4.1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,문경군,,27.49,21.18,39.26,11.04,8.87,5.74,2.51,3.2,14.2,11.1,4.4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,예천군,,-,-,-,-,-,5.38,3.29,0.7,13.5,7.7,4.7,3.7,4.42,11.91,9.42,6.82,4.03,-5.23,-5.32,-1.24,-0.71,1.56,0.15,-5.82,3.65,1.2,0.31,1.94,-0.2,0.64,0.915,0.662,0.615,1.729,0.58,0.989,1.553,1.844,3.075,4.173,4.557,3.474,3.893,3.194,2.326,1.365,1.588
,영풍군,,-,-,-,-,-,4.86,3.25,2.6,12.7,11.4,3.2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,봉화군,,-,-,-,-,-,6.11,2.52,0.3,12.6,8.3,4.1,7.5,10.49,17.9,5.12,0.29,-0.08,-0.93,-6,-0.86,-0.27,0.06,0.8,-7.77,5.9,1.46,1.09,3.26,-0.38,0.65,1.098,2.789,0.476,-1.007,0.784,0.886,0.742,0.731,1.331,1.854,2.272,2.511,2.6,2.808,2.703,1.695,1.688
,울진군,,-,-,-,-,-,6.57,5.28,2.7,12.2,11.9,4.6,7.2,6.67,9.5,17.5,11.54,5.09,0.54,-7.38,-2.93,0.47,0.41,0.04,-10.18,2.73,1.28,0.35,1.55,0.46,1.54,0.992,0.611,0.508,-0.414,0.072,0.715,0.762,0.963,1.387,2.063,2.031,2.567,3.215,3.001,2.524,2.053,2.025
,울릉군,,-,-,-,-,-,-,-,-,-,-,-,-,6.89,28.35,31.99,6.16,2.76,1.32,-4.82,-0.25,-0.84,0.59,0.39,-9.62,1.27,1.16,0.5,1.49,0.66,2.75,1.355,1.873,2.766,2.25,0.809,1.178,0.771,1.11,1.479,2.091,2.496,3.618,3.895,4.382,6.072,5.256,5.321
경남,,,-,-,-,-,-,11.41,9.1,4.7,12.7,9.6,5.7,4.7,48.25,28.72,17.25,12.8,14.47,0.18,-6.59,-0.64,0.56,0.98,0.26,-14.12,2.21,1.15,0.94,2.22,1.38,3.09,2.809,2.561,2.218,0.105,0.44,1.288,1.627,1.669,1.491,1.974,2.232,2.359,3.094,2.204,0.557,0.719,2.027
,시지역,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.76,1.591,2.037,2.299,2.377,3.116,2.09,0.322,0.581,2.009
,군지역,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.189,0.958,1.643,1.869,2.262,2.988,2.795,1.752,1.416,2.119
,(구)창원시,,-,-,-,-,-,6.33,16.11,7.2,13.8,12.4,3.1,6.7,85.62,20.02,18.35,14.9,20.53,0.34,-6.66,-1.39,1.49,2.45,0.33,-15.03,2.59,1.34,1.06,2.62,0.73,2.35,1.424,1.483,3.191,-0.091,0.454,-,-,-,-,-,-,-,-,-,-,-,-
,창원시,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.178,1.915,1.658,1.639,1.941,2.109,2.423,2.807,0.188,-1.45,0.01,2.266
,,의창구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.38,2.35,1.995,1.996,2.512,2.52,3.281,3.287,1.515,-1.903,-0.084,2.285
,,성산구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.19,2.421,1.777,1.757,1.442,1.875,1.831,1.964,-1.174,-1.985,-0.145,2.442
,,마산합포구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.971,1.093,0.958,1.395,1.924,1.914,2.351,2.815,0.758,-0.307,0.284,1.964
,,마산회원구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.83,1.021,1.469,1.272,1.716,2.176,2.424,3.149,0.594,-0.678,0.328,2.1
,,진해구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.367,1.963,1.787,1.42,1.973,1.954,2.009,3.076,-0.344,-1.29,-0.06,2.2
,울산시,,31.23,32.27,25.61,110.82,13.63,19.42,5.7,4.6,10.9,11.2,5.8,13.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,울산시중구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,울산시남구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,울산시동구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,울산시울주구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,(구)마산시,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,(구)마산시합포구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,(구)마산시회원구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,마산시,,-,-,-,-,21.01,15.83,10.95,2,4,4.9,5.4,4.5,47.16,23.18,19.41,12.16,14.35,1.92,-7.19,-1.12,0.79,0.34,-0.1,-13.77,1.48,1.1,0.8,2.24,1.57,2.05,1.362,0.92,0.681,-0.559,0.013,-,-,-,-,-,-,-,-,-,-,-,-
,진주시,,29.98,36.76,45.22,74.03,8.14,20.13,10.94,3.9,12.8,9.9,8.8,3.7,39.06,19.27,18.08,16.07,20.13,-0.06,-6.62,-1.01,0.33,1.34,0.23,-14.42,2.04,1.3,1.2,1.83,1.31,2.65,4.144,3.737,2.59,-0.074,0.109,1.131,0.768,1.434,1.376,2.228,2.505,2.751,3.669,3.303,1.485,1.204,1.747
,진해시,,-,-,-,-,17.14,14.19,11.83,1.9,7,4.5,6.1,2.9,44.88,20.47,14.54,9.85,14.78,0.98,-6.54,-0.43,1.36,0.45,0.52,-14.4,1.56,0.74,0.83,1.53,1.11,6,4.756,2.932,2.197,-0.117,0.625,-,-,-,-,-,-,-,-,-,-,-,-
,충무시,,-,-,-,-,13.44,10.17,11.24,2.3,8.8,12.8,8.4,4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,통영시,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.77,-0.06,0.03,-13.87,0.57,0.16,0.52,1.87,0.93,1.11,1.795,1.441,1.054,-0.401,0.751,1.17,1.264,1.373,1.481,1.71,2.067,1.018,2.387,2.309,-0.359,-0.022,1.854
,삼천포시,,-,-,-,-,10.58,7.1,6.31,1.3,5.7,4,5.6,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,사천시,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,1.14,0.36,-14.66,2.6,3.87,1.42,3.22,1.28,0.65,2.468,0.989,2.023,2.984,0.759,1.297,1.19,0.76,0.93,1.35,2.306,3.498,4.038,4.741,2.211,1.276,1.61
,김해시,,-,-,-,-,-,-,-,3.7,10.9,9.1,6.7,6.9,96.78,31.62,15.02,4.95,14.45,-0.88,-7.66,-0.94,1.18,1.94,0.79,-14.63,2.37,0.87,0.71,2.7,2.97,4.65,3.837,4.082,2.553,-0.037,0.354,1.273,1.813,2.291,1.725,2.17,2.598,3.027,3.737,3.602,1.244,0.87,2.35
,밀양시,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.28,9.28,6.2,0.33,-1.58,-0.36,0.49,0.93,0.52,-13.5,1.89,1.75,1.12,2.24,0.58,5.56,2.871,2.208,2.191,-0.378,0.203,0.956,1.164,1.147,1.302,1.538,2.086,2.07,4.054,5.327,3.404,1.573,1.562
,장승포시,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,거제시,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.33,0.91,0.57,-13.69,3.05,1.22,1,2.51,2.93,5.07,5.487,5.543,4.204,2.71,0.506,1.99,2.351,2.006,1.564,2.464,2.194,-0.481,0.333,-0.647,-1.101,0.048,1.189
,양산시,,-,-,-,-,-,-,-,-,-,-,-,-,42.71,37.2,13.4,16.06,21.69,-2.97,-6.54,0.75,1.73,0.74,0.13,-16.05,3.01,-0.01,1.09,3.32,1,5.71,2.976,3.872,2.709,-0.25,0.915,1.593,1.802,2.112,1.851,2.229,2.469,3.067,4.102,3.717,2.127,1.016,1.944
,진양군,,-,-,-,-,-,10.71,5.22,8.3,16.7,7.1,2.4,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,의령군,,27.87,17.4,18.85,14.91,7.17,7.2,6.72,6.9,17.9,13.5,1.1,1.6,3.15,17.33,12.75,4.98,7.04,0.04,-5.85,-0.04,-0.05,1.39,-0.53,-11.26,2.73,1.14,0.79,1.3,1.14,1.07,1.718,1.548,1.438,-0.009,0.205,0.632,0.742,0.877,0.901,1.209,1.616,1.923,2.543,2.16,0.915,0.755,2.134
,함안군,,-,-,-,-,-,7.61,8.76,6.1,16.3,10,2,2.2,3.71,29.18,11.44,8.32,8.02,-0.14,-5.44,-0.21,-0.02,0.52,0.71,-10.53,1.8,1.37,0.75,1.2,0.66,1.06,3.418,2.571,1.555,-0.055,0.68,2.284,2.724,1.574,1.106,1.831,2.128,2.414,2.964,2.408,1.78,1.733,2.132
,창녕군,,-,-,-,-,-,13.03,6.46,5.2,14.4,11.7,1.2,1.3,9.42,18.81,11.32,7.91,8.71,-3.99,-6.54,-1.18,0.64,0.51,0.69,-11.9,2.08,2.46,0.97,0.66,0.75,1.88,2.43,1.507,0.896,-0.397,0.392,1.07,0.949,1.027,1.009,1.621,2.062,3.063,3.342,3.498,2.098,1.846,2.409
,밀양군,,-,-,-,-,-,11.97,7.61,5.5,16.9,8.1,6.1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,양산군,,-,-,-,-,-,14.89,5.1,4.6,17.5,10.9,10.1,11.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,울주군,,-,-,-,-,-,7.41,9.12,5.8,14.9,8.7,7.8,8.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,울산군,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,김해군,,-,-,-,-,-,15.15,7.14,5,14.2,7.7,5.2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,의창군,,-,-,-,-,-,12.6,5.67,1.5,8.5,9.2,8.3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,창원군,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,통영군,,-,-,-,-,-,8.97,20.18,4,8.3,10,10.2,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,거제군,,-,-,-,-,-,9.58,13.51,4.3,12.3,13.5,12,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,고성군,,-,-,-,-,-,8.78,8.06,4.1,12,6.2,8.7,3.6,15.64,45.08,8.3,16.94,13.84,2.35,-5.48,-0.28,0.15,0.23,1.39,-12.11,2.02,1.1,0.82,1.33,0.58,1,2.3,2.43,3.069,2.256,1.382,1.836,1.456,1.303,1.027,2.265,2.005,1.87,2.777,2.166,1.275,1.106,2.04
,사천군,,-,-,-,-,-,7.45,12.21,2.7,19.2,11,9,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,남해군,,-,-,-,-,-,9.5,15.54,3.1,8.2,12.7,11.8,3.4,19.91,16.38,9.09,9.81,10.24,3.19,-4.47,-0.61,-0.08,0.74,0.01,-12.34,3.04,0.99,0.59,0.73,1.33,0.99,4.224,4.079,1.521,-0.143,0.465,0.815,1.252,1.627,0.699,2.406,2.214,2.448,3.635,4.513,2.755,2.024,3.539
,하동군,,-,-,-,-,-,6.47,10.14,3,17.1,10.2,2.1,2,8.31,10.54,15.5,7.2,9.52,2.66,-4.66,0.05,-0.7,0.98,-0.01,-13.15,2.4,1.24,0.76,0.95,1.64,1.88,2.187,0.74,1.596,-0.021,0.655,1.489,1.426,1.212,0.851,1.58,1.518,1.971,2.076,2.016,1.082,0.635,1.389
,산청군,,-,-,-,-,-,4.84,7.9,7.1,16.8,9.4,1.1,2.4,3.21,16.14,14.27,7.54,2.44,0.44,-2.85,0.15,0.94,1,0.52,-12.63,2.47,0.75,0.52,0.66,0.81,1.45,1.495,0.934,1.083,-0.123,0.32,0.704,0.67,0.955,0.812,1.175,1.449,2.087,2.977,2.924,1.852,1.219,1.705
,함양군,,-,-,-,-,-,6.36,7.47,7.6,17.3,15,1.8,2,11.64,16.22,8.47,7.05,7.29,0.92,-6,-0.46,0.09,0.53,0.51,-10.49,3.38,0.67,0.64,0.63,0.81,1.15,1.631,0.856,0.479,0.062,0.326,0.598,0.778,0.839,0.966,1.282,1.823,1.985,3.276,2.87,1.476,0.949,1.691
,거창군,,38.02,46.68,19.56,31.78,11.51,8.58,7.41,9.8,16.7,11.9,2,1.5,14.55,26.68,13.3,8.12,8.66,0.07,-5.82,-0.89,-0.73,0.25,0.11,-13.02,2.25,1.48,0.71,0.76,0.49,0.79,0.867,0.638,0.236,-0.236,0.161,0.56,0.703,0.89,1.055,1.176,1.525,1.89,2.803,2.701,2.063,1.401,1.95
,합천군,,-,-,-,-,-,7.59,11.11,10.3,22.3,14.1,3.9,1.6,14.62,8.21,11.04,8.06,3.1,0.81,-4.79,-0.7,0.09,1.22,0.47,-12.07,2.6,1.36,0.69,1.82,0.55,1.3,2.981,0.542,0.388,-0.134,0.12,0.601,0.613,0.952,0.808,1.023,1.579,2.234,3.526,3.259,2.016,1.621,2.052
제주,,,-,-,-,-,-,17.35,6.71,2.6,15.3,3.5,3.5,7.2,8.13,31.23,41.9,8.45,10.43,0.26,-8.7,-0.39,-0.15,0.3,0.38,-8.13,6.82,2.18,3.13,6.01,1.25,1.96,2.122,2.104,1.672,-0.02,0.197,1.073,0.918,1.25,1.424,3.728,7.568,8.332,5.457,4.989,-1.767,-1.933,1.848
